Order Date,Product Name,Category,Region,Quantity,Sales,Profit,Year,Month,Month Name,Quarter,Day Name,Profit Margin
2023-05-03,Tablet,Electronics,South,6,2100,268.4,2023,5,May,2,Wednesday,12.780952380952378
2024-05-10,Laptop,Electronics,North,1,1054,288.15,2024,5,May,2,Friday,27.338709677419352
2022-08-18,Smartwatch,Electronics,West,6,7026,1814.21,2022,8,August,3,Thursday,25.821377739823514
2022-07-14,Camera,Electronics,North,9,513,151.87,2022,7,July,3,Thursday,29.604288499025344
2024-04-29,Headphones,Accessories,South,2,2244,353.83,2024,4,April,2,Monday,15.76782531194296
2024-02-22,Smartphone,Electronics,North,5,1785,134.95,2024,2,February,1,Thursday,7.560224089635853
2023-06-24,Keyboard,Accessories,South,5,725,77.91,2023,6,June,2,Saturday,10.746206896551724
2024-11-13,Smartphone,Electronics,North,4,2516,689.29,2024,11,November,4,Wednesday,27.396263910969797
2023-05-29,Monitor,Accessories,East,8,6256,1152.99,2023,5,May,2,Monday,18.43014705882353
2023-06-11,Camera,Electronics,North,2,452,74.34,2023,6,June,2,Sunday,16.44690265486726
2022-03-05,Laptop,Electronics,South,7,5285,1338.58,2022,3,March,1,Saturday,25.3279091769158
2023-03-19,Smartphone,Electronics,North,6,4872,786.79,2023,3,March,1,Sunday,16.149220032840724
2023-08-22,Keyboard,Accessories,East,5,2495,164.56,2023,8,August,3,Tuesday,6.595591182364729
2022-02-19,Monitor,Accessories,West,1,442,82.73,2022,2,February,1,Saturday,18.71719457013575
2024-09-17,Printer,Office,East,9,8595,1312.19,2024,9,September,3,Tuesday,15.266899360093078
2022-04-08,Keyboard,Accessories,East,4,3528,411.5,2022,4,April,2,Friday,11.663832199546484
2024-06-10,Laptop,Electronics,North,7,7777,746.84,2024,6,June,2,Monday,9.603188890317602
2022-11-05,Smartwatch,Electronics,South,4,2008,451.68,2022,11,November,4,Saturday,22.49402390438247
2022-05-03,Mouse,Accessories,North,2,596,41.37,2022,5,May,2,Tuesday,6.941275167785234
2024-12-25,Smartwatch,Electronics,East,9,4950,1402.67,2024,12,December,4,Wednesday,28.33676767676768
2024-06-16,Keyboard,Accessories,South,2,630,86.07,2024,6,June,2,Sunday,13.66190476190476
2024-07-05,Camera,Electronics,North,6,6144,754.18,2024,7,July,3,Friday,12.275065104166666
2023-12-03,Monitor,Accessories,North,1,140,24.21,2023,12,December,4,Sunday,17.292857142857144
2024-01-30,Headphones,Accessories,East,2,2014,215.06,2024,1,January,1,Tuesday,10.678252234359483
2024-08-06,Mouse,Accessories,West,2,384,99.02,2024,8,August,3,Tuesday,25.786458333333336
2022-01-18,Printer,Office,East,7,3780,351.51,2022,1,January,1,Tuesday,9.299206349206347
2023-02-28,Monitor,Accessories,West,7,5047,915.75,2023,2,February,1,Tuesday,18.144442242916583
2022-08-27,Headphones,Accessories,South,3,2658,175.89,2022,8,August,3,Saturday,6.6173814898419865
2023-10-14,Mouse,Accessories,West,8,528,53.91,2023,10,October,4,Saturday,10.210227272727272
2022-06-23,Keyboard,Accessories,East,9,6507,1045.14,2022,6,June,2,Thursday,16.0617796219456
2023-06-02,Camera,Electronics,South,7,5887,1035.5,2023,6,June,2,Friday,17.58960421267199
2023-08-13,Headphones,Accessories,East,8,8224,1679.16,2023,8,August,3,Sunday,20.417801556420237
2022-03-12,Laptop,Electronics,South,3,723,115.25,2022,3,March,1,Saturday,15.94052558782849
2023-06-03,Mouse,Accessories,North,2,2272,504.72,2023,6,June,2,Saturday,22.214788732394368
2022-07-03,Keyboard,Accessories,East,9,8640,1963.34,2022,7,July,3,Sunday,22.72384259259259
2023-09-14,Camera,Electronics,North,8,2984,631.81,2023,9,September,3,Thursday,21.173257372654152
2022-04-28,Smartphone,Electronics,East,2,606,150.95,2022,4,April,2,Thursday,24.90924092409241
2022-04-08,Monitor,Accessories,West,2,170,48.69,2022,4,April,2,Friday,28.641176470588235
2022-03-21,Headphones,Accessories,East,9,5283,1550.3,2022,3,March,1,Monday,29.345069089532466
2023-02-27,Smartwatch,Electronics,West,6,1350,356.88,2023,2,February,1,Monday,26.43555555555556
2022-11-28,Headphones,Accessories,South,4,2500,467.34,2022,11,November,4,Monday,18.6936
2022-02-11,Camera,Electronics,North,4,4648,689.85,2022,2,February,1,Friday,14.84186746987952
2023-05-21,Printer,Office,North,5,650,93.41,2023,5,May,2,Sunday,14.37076923076923
2022-09-14,Monitor,Accessories,North,2,1538,97.15,2022,9,September,3,Wednesday,6.316644993498049
2024-06-15,Smartwatch,Electronics,East,4,3928,325.32,2024,6,June,2,Saturday,8.282077393075356
2022-03-23,Headphones,Accessories,North,2,2258,175.86,2022,3,March,1,Wednesday,7.788308237378211
2022-06-09,Monitor,Accessories,West,9,2988,447.93,2022,6,June,2,Thursday,14.990963855421688
2023-04-07,Headphones,Accessories,South,8,4136,810.82,2023,4,April,2,Friday,19.60396518375242
2023-10-22,Mouse,Accessories,South,7,3605,387.82,2023,10,October,4,Sunday,10.757836338418862
2023-08-10,Smartwatch,Electronics,West,3,1656,469.28,2023,8,August,3,Thursday,28.33816425120773
2022-12-24,Printer,Office,West,8,7072,2113.06,2022,12,December,4,Saturday,29.879242081447966
2024-09-04,Keyboard,Accessories,South,8,5368,542.52,2024,9,September,3,Wednesday,10.10655737704918
2024-01-22,Laptop,Electronics,East,4,1356,374.79,2024,1,January,1,Monday,27.63938053097345
2024-06-26,Printer,Office,South,6,1326,338.66,2024,6,June,2,Wednesday,25.539969834087483
2024-10-26,Printer,Office,East,1,730,55.72,2024,10,October,4,Saturday,7.632876712328766
2024-05-10,Headphones,Accessories,South,4,4664,294.05,2024,5,May,2,Friday,6.30467409948542
2023-12-04,Laptop,Electronics,North,8,3528,593.11,2023,12,December,4,Monday,16.811507936507937
2023-03-19,Mouse,Accessories,West,3,1497,190.59,2023,3,March,1,Sunday,12.731462925851703
2023-04-21,Tablet,Electronics,North,3,2628,781.94,2023,4,April,2,Friday,29.754185692541856
2022-11-12,Laptop,Electronics,West,4,4196,655.29,2022,11,November,4,Saturday,15.617016205910389
2022-08-02,Monitor,Accessories,South,7,1204,317.12,2022,8,August,3,Tuesday,26.33887043189369
2023-08-23,Printer,Office,West,7,7119,1555.05,2023,8,August,3,Wednesday,21.843657817109143
2024-05-12,Tablet,Electronics,West,8,1848,351.02,2024,5,May,2,Sunday,18.994588744588743
2024-05-24,Tablet,Electronics,South,4,2232,531.12,2024,5,May,2,Friday,23.79569892473118
2024-12-19,Mouse,Accessories,West,6,5190,898.86,2024,12,December,4,Thursday,17.319075144508673
2022-01-28,Smartphone,Electronics,West,3,1830,403.42,2022,1,January,1,Friday,22.0448087431694
2022-01-29,Mouse,Accessories,West,1,1033,302.68,2022,1,January,1,Saturday,29.30106485963214
2022-11-01,Smartwatch,Electronics,South,7,2324,611.7,2022,11,November,4,Tuesday,26.32099827882961
2023-06-04,Keyboard,Accessories,North,2,1942,235.42,2023,6,June,2,Sunday,12.122554067971162
2022-03-27,Printer,Office,South,7,5740,1615.9,2022,3,March,1,Sunday,28.15156794425087
2022-10-22,Smartwatch,Electronics,South,9,6435,1096.88,2022,10,October,4,Saturday,17.045532245532247
2022-03-29,Mouse,Accessories,North,2,1168,172.18,2022,3,March,1,Tuesday,14.741438356164386
2022-08-26,Tablet,Electronics,South,9,7362,441.36,2022,8,August,3,Friday,5.995110024449878
2023-10-17,Smartwatch,Electronics,West,2,862,105.97,2023,10,October,4,Tuesday,12.293503480278424
2023-10-25,Mouse,Accessories,West,1,956,167.16,2023,10,October,4,Wednesday,17.485355648535563
2022-06-07,Smartphone,Electronics,West,7,4438,770.3,2022,6,June,2,Tuesday,17.356917530419107
2023-10-10,Keyboard,Accessories,East,9,972,100.0,2023,10,October,4,Tuesday,10.2880658436214
2022-09-02,Keyboard,Accessories,West,2,1816,129.24,2022,9,September,3,Friday,7.116740088105727
2023-04-25,Monitor,Accessories,East,4,596,105.89,2023,4,April,2,Tuesday,17.766778523489933
2024-03-24,Mouse,Accessories,East,9,1233,346.9,2024,3,March,1,Sunday,28.13463098134631
2023-01-09,Headphones,Accessories,West,1,1055,88.61,2023,1,January,1,Monday,8.399052132701422
2022-11-13,Tablet,Electronics,East,2,952,112.39,2022,11,November,4,Sunday,11.805672268907564
2023-03-04,Mouse,Accessories,West,1,312,40.47,2023,3,March,1,Saturday,12.971153846153848
2022-02-12,Tablet,Electronics,South,2,294,35.05,2022,2,February,1,Saturday,11.921768707482991
2022-03-28,Smartwatch,Electronics,North,2,474,120.91,2022,3,March,1,Monday,25.5084388185654
2023-06-02,Camera,Electronics,East,2,788,195.15,2023,6,June,2,Friday,24.76522842639594
2022-05-15,Mouse,Accessories,North,8,2760,156.53,2022,5,May,2,Sunday,5.671376811594203
2023-10-14,Laptop,Electronics,North,4,908,219.79,2023,10,October,4,Saturday,24.20594713656388
2022-10-17,Smartphone,Electronics,East,1,593,133.01,2022,10,October,4,Monday,22.430016863406408
2023-07-16,Headphones,Accessories,South,6,1698,193.42,2023,7,July,3,Sunday,11.391048292108362
2024-09-23,Printer,Office,East,1,546,124.1,2024,9,September,3,Monday,22.72893772893773
2022-08-11,Laptop,Electronics,West,5,4380,275.84,2022,8,August,3,Thursday,6.297716894977167
2023-06-11,Camera,Electronics,West,4,2472,594.62,2023,6,June,2,Sunday,24.0542071197411
2024-04-01,Smartphone,Electronics,East,4,1996,396.63,2024,4,April,2,Monday,19.87124248496994
2024-12-25,Camera,Electronics,West,5,2525,699.74,2024,12,December,4,Wednesday,27.712475247524758
2022-07-05,Headphones,Accessories,West,9,4041,517.23,2022,7,July,3,Tuesday,12.79955456570156
2024-07-16,Keyboard,Accessories,South,3,858,246.86,2024,7,July,3,Tuesday,28.77156177156177
2022-12-14,Keyboard,Accessories,North,9,4221,1238.6,2022,12,December,4,Wednesday,29.34375740345889
2023-02-16,Tablet,Electronics,East,2,858,73.49,2023,2,February,1,Thursday,8.565268065268064
2024-12-05,Keyboard,Accessories,North,1,776,172.19,2024,12,December,4,Thursday,22.18943298969072
2023-08-23,Laptop,Electronics,North,7,3654,871.81,2023,8,August,3,Wednesday,23.85905856595512
2024-02-14,Headphones,Accessories,East,3,384,45.99,2024,2,February,1,Wednesday,11.9765625
2023-09-16,Printer,Office,West,5,535,43.47,2023,9,September,3,Saturday,8.125233644859813
2022-11-26,Headphones,Accessories,North,9,7992,1979.53,2022,11,November,4,Saturday,24.768893893893893
2024-07-04,Mouse,Accessories,North,7,3892,350.57,2024,7,July,3,Thursday,9.007451181911613
2024-02-26,Tablet,Electronics,East,3,2637,468.6,2024,2,February,1,Monday,17.77019340159272
2024-02-12,Mouse,Accessories,South,8,8664,2349.68,2024,2,February,1,Monday,27.12003693444137
2023-10-03,Smartwatch,Electronics,South,6,918,116.87,2023,10,October,4,Tuesday,12.730936819172117
2024-01-17,Monitor,Accessories,West,5,5625,1006.95,2024,1,January,1,Wednesday,17.901333333333334
2023-06-02,Tablet,Electronics,West,6,6030,511.7,2023,6,June,2,Friday,8.485903814262024
2022-04-22,Printer,Office,West,8,432,98.44,2022,4,April,2,Friday,22.787037037037035
2024-02-21,Laptop,Electronics,South,6,1884,190.58,2024,2,February,1,Wednesday,10.115711252653927
2023-02-21,Laptop,Electronics,East,9,9225,2526.27,2023,2,February,1,Tuesday,27.385040650406506
2022-08-04,Printer,Office,North,2,954,71.0,2022,8,August,3,Thursday,7.442348008385744
2023-02-07,Smartwatch,Electronics,West,8,7072,1983.42,2023,2,February,1,Tuesday,28.046097285067876
2024-08-07,Smartphone,Electronics,North,3,342,89.67,2024,8,August,3,Wednesday,26.21929824561404
2023-02-05,Printer,Office,South,4,2440,410.86,2023,2,February,1,Sunday,16.838524590163935
2024-01-22,Mouse,Accessories,South,5,510,82.47,2024,1,January,1,Monday,16.17058823529412
2023-10-12,Smartphone,Electronics,South,1,192,16.47,2023,10,October,4,Thursday,8.578124999999998
2023-09-26,Mouse,Accessories,East,5,3600,712.3,2023,9,September,3,Tuesday,19.78611111111111
2024-06-01,Camera,Electronics,West,7,2597,766.32,2024,6,June,2,Saturday,29.50789372352715
2023-08-12,Camera,Electronics,East,4,772,215.62,2023,8,August,3,Saturday,27.9300518134715
2023-08-06,Mouse,Accessories,West,2,646,180.5,2023,8,August,3,Sunday,27.94117647058824
2024-03-29,Smartphone,Electronics,East,7,2947,809.46,2024,3,March,1,Friday,27.46725483542586
2023-02-21,Laptop,Electronics,South,5,880,255.9,2023,2,February,1,Tuesday,29.079545454545457
2022-02-11,Camera,Electronics,West,3,1038,219.69,2022,2,February,1,Friday,21.164739884393065
2024-08-05,Printer,Office,West,1,714,209.69,2024,8,August,3,Monday,29.36834733893557
2023-08-04,Laptop,Electronics,South,4,1792,506.56,2023,8,August,3,Friday,28.267857142857142
2022-08-21,Headphones,Accessories,East,6,5874,1386.51,2022,8,August,3,Sunday,23.604187946884576
2023-08-13,Smartwatch,Electronics,East,6,2496,332.08,2023,8,August,3,Sunday,13.30448717948718
2023-12-13,Smartwatch,Electronics,West,3,795,60.34,2023,12,December,4,Wednesday,7.589937106918239
2023-01-26,Smartphone,Electronics,East,7,7238,1597.03,2023,1,January,1,Thursday,22.064520585797183
2023-08-27,Tablet,Electronics,South,1,430,83.33,2023,8,August,3,Sunday,19.37906976744186
2022-01-10,Headphones,Accessories,West,4,1728,239.64,2022,1,January,1,Monday,13.868055555555555
2022-04-07,Monitor,Accessories,South,3,1833,314.79,2022,4,April,2,Thursday,17.173486088379704
2023-10-23,Monitor,Accessories,North,7,7280,1682.79,2023,10,October,4,Monday,23.115247252747253
2024-03-01,Smartwatch,Electronics,South,1,814,197.91,2024,3,March,1,Friday,24.313267813267814
2023-03-06,Printer,Office,South,8,4696,410.03,2023,3,March,1,Monday,8.731473594548552
2023-07-27,Mouse,Accessories,South,5,1190,235.64,2023,7,July,3,Thursday,19.80168067226891
2024-01-16,Printer,Office,East,1,591,39.06,2024,1,January,1,Tuesday,6.609137055837564
2023-11-29,Mouse,Accessories,North,9,8100,2203.56,2023,11,November,4,Wednesday,27.20444444444444
2024-04-06,Laptop,Electronics,South,6,1500,183.31,2024,4,April,2,Saturday,12.220666666666666
2024-07-26,Smartwatch,Electronics,North,2,300,48.69,2024,7,July,3,Friday,16.23
2023-05-31,Smartwatch,Electronics,North,9,1098,106.97,2023,5,May,2,Wednesday,9.742258652094716
2024-05-28,Monitor,Accessories,West,4,2336,509.49,2024,5,May,2,Tuesday,21.81035958904109
2022-10-05,Camera,Electronics,North,5,410,40.96,2022,10,October,4,Wednesday,9.990243902439024
2023-10-09,Mouse,Accessories,South,9,594,51.49,2023,10,October,4,Monday,8.668350168350168
2023-09-20,Smartwatch,Electronics,East,2,218,38.93,2023,9,September,3,Wednesday,17.857798165137613
2023-03-25,Tablet,Electronics,South,2,1298,123.9,2023,3,March,1,Saturday,9.545454545454549
2024-03-28,Tablet,Electronics,North,5,895,180.64,2024,3,March,1,Thursday,20.183240223463685
2023-07-31,Keyboard,Accessories,West,4,2828,539.43,2023,7,July,3,Monday,19.074611032531823
2023-11-15,Tablet,Electronics,West,3,813,188.94,2023,11,November,4,Wednesday,23.239852398523983
2024-06-19,Monitor,Accessories,West,4,1800,170.19,2024,6,June,2,Wednesday,9.455
2024-07-24,Tablet,Electronics,West,1,99,12.79,2024,7,July,3,Wednesday,12.91919191919192
2022-09-15,Headphones,Accessories,West,8,7576,1703.42,2022,9,September,3,Thursday,22.48442449841605
2024-01-24,Smartwatch,Electronics,East,3,1317,71.02,2024,1,January,1,Wednesday,5.392558845861808
2024-03-21,Smartwatch,Electronics,West,3,957,120.27,2024,3,March,1,Thursday,12.567398119122256
2022-01-17,Mouse,Accessories,South,4,1316,244.13,2022,1,January,1,Monday,18.550911854103344
2024-12-20,Headphones,Accessories,South,6,5346,351.93,2024,12,December,4,Friday,6.583052749719416
2023-03-07,Smartphone,Electronics,East,1,464,66.26,2023,3,March,1,Tuesday,14.280172413793103
2022-09-28,Keyboard,Accessories,North,7,3752,835.34,2022,9,September,3,Wednesday,22.263859275053303
2024-07-01,Keyboard,Accessories,West,6,1962,301.57,2024,7,July,3,Monday,15.37054026503568
2024-11-27,Smartphone,Electronics,South,6,2310,202.98,2024,11,November,4,Wednesday,8.787012987012986
2023-03-01,Tablet,Electronics,East,4,3028,685.23,2023,3,March,1,Wednesday,22.62978863936592
2023-07-22,Monitor,Accessories,North,3,2994,877.92,2023,7,July,3,Saturday,29.32264529058116
2024-06-18,Tablet,Electronics,South,3,3393,313.45,2024,6,June,2,Tuesday,9.238137341585617
2024-11-08,Camera,Electronics,North,3,1209,320.61,2024,11,November,4,Friday,26.51861042183623
2022-11-18,Keyboard,Accessories,East,8,5784,1276.57,2022,11,November,4,Friday,22.07071230982019
2022-03-10,Laptop,Electronics,West,9,3078,285.05,2022,3,March,1,Thursday,9.260883690708251
2024-01-18,Printer,Office,South,4,2464,602.3,2024,1,January,1,Thursday,24.443993506493506
2024-12-14,Camera,Electronics,West,5,2445,146.6,2024,12,December,4,Saturday,5.995910020449897
2023-02-24,Keyboard,Accessories,North,8,5312,841.13,2023,2,February,1,Friday,15.834525602409638
2022-03-31,Keyboard,Accessories,South,1,657,101.85,2022,3,March,1,Thursday,15.50228310502283
2024-05-17,Keyboard,Accessories,South,3,2580,173.89,2024,5,May,2,Friday,6.739922480620154
2022-10-05,Laptop,Electronics,East,8,4624,893.74,2022,10,October,4,Wednesday,19.328287197231838
2023-11-22,Smartwatch,Electronics,North,2,1258,146.7,2023,11,November,4,Wednesday,11.661367249602543
2024-07-28,Camera,Electronics,East,7,6468,398.23,2024,7,July,3,Sunday,6.156926406926408
2023-05-24,Monitor,Accessories,West,3,1359,152.85,2023,5,May,2,Wednesday,11.247240618101545
2024-11-28,Laptop,Electronics,North,1,104,18.67,2024,11,November,4,Thursday,17.95192307692308
2023-03-01,Headphones,Accessories,South,3,1785,93.17,2023,3,March,1,Wednesday,5.219607843137255
2022-06-04,Monitor,Accessories,North,8,7728,1748.26,2022,6,June,2,Saturday,22.62241200828157
2023-05-27,Smartphone,Electronics,West,6,4188,1231.16,2023,5,May,2,Saturday,29.39732569245464
2022-06-25,Smartwatch,Electronics,South,8,3520,359.84,2022,6,June,2,Saturday,10.222727272727273
2023-08-12,Camera,Electronics,East,3,2280,365.17,2023,8,August,3,Saturday,16.01622807017544
2024-07-09,Printer,Office,North,9,2484,655.54,2024,7,July,3,Tuesday,26.390499194847017
2024-04-17,Tablet,Electronics,West,3,1248,348.19,2024,4,April,2,Wednesday,27.899839743589745
2023-12-12,Smartwatch,Electronics,West,2,850,59.92,2023,12,December,4,Tuesday,7.049411764705884
2022-01-07,Printer,Office,East,4,1412,150.13,2022,1,January,1,Friday,10.63243626062323
2022-05-30,Headphones,Accessories,North,1,465,26.5,2022,5,May,2,Monday,5.698924731182796
2024-05-28,Printer,Office,West,1,293,29.58,2024,5,May,2,Tuesday,10.09556313993174
2022-01-01,Tablet,Electronics,North,9,9234,2523.67,2022,1,January,1,Saturday,27.33019276586528
2022-12-01,Tablet,Electronics,North,2,1298,239.45,2022,12,December,4,Thursday,18.44761171032357
2024-08-07,Printer,Office,East,9,9477,2443.62,2024,8,August,3,Wednesday,25.78474200696423
2024-05-29,Printer,Office,South,7,6713,457.99,2024,5,May,2,Wednesday,6.8224340831223005
2022-04-25,Laptop,Electronics,South,5,5700,999.26,2022,4,April,2,Monday,17.530877192982455
2024-07-29,Camera,Electronics,West,6,4146,700.46,2024,7,July,3,Monday,16.894838398456343
2023-10-11,Tablet,Electronics,North,8,6968,704.55,2023,10,October,4,Wednesday,10.111222732491388
2024-09-09,Camera,Electronics,East,2,1054,243.5,2024,9,September,3,Monday,23.10246679316888
2022-03-15,Keyboard,Accessories,West,3,1983,453.09,2022,3,March,1,Tuesday,22.848714069591527
2023-10-26,Keyboard,Accessories,South,5,875,70.72,2023,10,October,4,Thursday,8.082285714285714
2023-09-25,Printer,Office,North,2,268,63.01,2023,9,September,3,Monday,23.511194029850746
2024-07-17,Headphones,Accessories,West,6,5370,1045.1,2024,7,July,3,Wednesday,19.461824953445063
2024-01-10,Monitor,Accessories,West,8,3624,1071.43,2024,1,January,1,Wednesday,29.564845474613687
2024-09-22,Smartwatch,Electronics,West,4,1932,301.16,2024,9,September,3,Sunday,15.587991718426505
2022-09-05,Smartphone,Electronics,North,7,6020,384.74,2022,9,September,3,Monday,6.391029900332226
2024-05-02,Headphones,Accessories,East,5,1775,234.67,2024,5,May,2,Thursday,13.220845070422534
2023-03-09,Smartwatch,Electronics,West,3,1488,382.09,2023,3,March,1,Thursday,25.67809139784946
2024-09-21,Keyboard,Accessories,East,6,6720,1113.56,2024,9,September,3,Saturday,16.570833333333333
2022-04-06,Mouse,Accessories,East,7,5047,1356.23,2022,4,April,2,Wednesday,26.87200317020012
2022-03-07,Tablet,Electronics,East,5,3735,957.13,2022,3,March,1,Monday,25.625970548862117
2024-02-26,Keyboard,Accessories,East,5,1250,120.74,2024,2,February,1,Monday,9.6592
2022-01-11,Tablet,Electronics,North,7,2751,548.05,2022,1,January,1,Tuesday,19.921846601235917
2023-07-14,Laptop,Electronics,East,9,468,58.98,2023,7,July,3,Friday,12.6025641025641
2023-07-06,Printer,Office,North,4,632,114.82,2023,7,July,3,Thursday,18.16772151898734
2022-09-15,Keyboard,Accessories,South,7,798,219.2,2022,9,September,3,Thursday,27.468671679197996
2022-01-28,Smartwatch,Electronics,South,5,1295,104.26,2022,1,January,1,Friday,8.050965250965252
2024-12-10,Camera,Electronics,West,4,3360,540.38,2024,12,December,4,Tuesday,16.082738095238096
2023-06-11,Camera,Electronics,North,5,995,206.95,2023,6,June,2,Sunday,20.79899497487437
2024-12-20,Smartwatch,Electronics,East,5,550,28.72,2024,12,December,4,Friday,5.221818181818182
2023-02-27,Monitor,Accessories,West,8,5384,724.8,2023,2,February,1,Monday,13.462109955423475
2023-11-19,Printer,Office,East,3,3534,489.06,2023,11,November,4,Sunday,13.838709677419356
2024-02-20,Smartphone,Electronics,West,9,6813,890.05,2024,2,February,1,Tuesday,13.06399530309702
2023-11-27,Smartwatch,Electronics,East,6,5508,1632.37,2023,11,November,4,Monday,29.636347131445167
2022-01-27,Headphones,Accessories,East,1,966,202.53,2022,1,January,1,Thursday,20.965838509316768
2024-07-04,Mouse,Accessories,South,4,460,92.24,2024,7,July,3,Thursday,20.05217391304348
2023-06-26,Smartphone,Electronics,North,6,7026,459.4,2023,6,June,2,Monday,6.538571021918588
2024-05-24,Smartphone,Electronics,South,5,910,116.47,2024,5,May,2,Friday,12.7989010989011
2022-08-22,Monitor,Accessories,West,9,5796,1729.18,2022,8,August,3,Monday,29.834023464458248
2022-09-28,Monitor,Accessories,North,3,1050,292.64,2022,9,September,3,Wednesday,27.87047619047619
2024-05-28,Mouse,Accessories,West,1,1043,151.13,2024,5,May,2,Tuesday,14.48993288590604
2022-10-08,Printer,Office,South,3,3330,503.85,2022,10,October,4,Saturday,15.130630630630632
2022-01-19,Mouse,Accessories,East,8,1896,448.53,2022,1,January,1,Wednesday,23.65664556962025
2023-04-29,Camera,Electronics,West,5,5170,1248.66,2023,4,April,2,Saturday,24.15203094777563
2023-04-24,Printer,Office,North,2,466,25.04,2023,4,April,2,Monday,5.3733905579399135
2023-06-15,Mouse,Accessories,North,8,6032,1636.61,2023,6,June,2,Thursday,27.13212864721485
2023-03-22,Camera,Electronics,South,1,1084,103.06,2023,3,March,1,Wednesday,9.507380073800736
2023-09-20,Keyboard,Accessories,North,2,490,45.34,2023,9,September,3,Wednesday,9.253061224489796
2022-06-30,Monitor,Accessories,North,6,558,57.01,2022,6,June,2,Thursday,10.2168458781362
2024-02-18,Monitor,Accessories,East,4,4024,787.06,2024,2,February,1,Sunday,19.55914512922465
2023-02-02,Mouse,Accessories,East,4,1560,461.15,2023,2,February,1,Thursday,29.56089743589743
2024-03-08,Laptop,Electronics,North,1,126,26.62,2024,3,March,1,Friday,21.126984126984127
2023-10-08,Mouse,Accessories,South,7,4921,827.87,2023,10,October,4,Sunday,16.82320666531193
2023-10-10,Headphones,Accessories,West,5,2665,532.76,2023,10,October,4,Tuesday,19.990994371482177
2023-04-05,Headphones,Accessories,South,4,200,58.42,2023,4,April,2,Wednesday,29.21
2024-08-01,Smartwatch,Electronics,East,2,186,32.48,2024,8,August,3,Thursday,17.462365591397848
2024-10-12,Monitor,Accessories,South,8,5456,898.06,2024,10,October,4,Saturday,16.460043988269792
2022-07-29,Smartwatch,Electronics,West,9,3321,540.67,2022,7,July,3,Friday,16.28033724781692
2024-02-13,Headphones,Accessories,North,7,3766,914.49,2024,2,February,1,Tuesday,24.28279341476368
2022-05-07,Keyboard,Accessories,West,6,3150,498.63,2022,5,May,2,Saturday,15.82952380952381
2022-05-19,Laptop,Electronics,East,2,646,110.13,2022,5,May,2,Thursday,17.04798761609907
2022-08-12,Smartphone,Electronics,South,5,2665,369.73,2022,8,August,3,Friday,13.873545966228892
2023-10-13,Smartwatch,Electronics,North,9,1467,384.22,2023,10,October,4,Friday,26.19086571233811
2024-07-05,Tablet,Electronics,North,7,4620,990.79,2024,7,July,3,Friday,21.445670995670994
2023-03-17,Tablet,Electronics,West,8,1184,148.69,2023,3,March,1,Friday,12.558277027027026
2023-11-01,Camera,Electronics,East,1,113,20.07,2023,11,November,4,Wednesday,17.761061946902657
2024-10-02,Printer,Office,East,8,3336,492.76,2024,10,October,4,Wednesday,14.770983213429256
2023-04-09,Smartphone,Electronics,South,4,4224,477.33,2023,4,April,2,Sunday,11.300426136363637
2022-07-09,Headphones,Accessories,North,3,1098,144.24,2022,7,July,3,Saturday,13.136612021857925
2024-03-10,Camera,Electronics,South,8,4400,351.82,2024,3,March,1,Sunday,7.995909090909091
2022-05-08,Printer,Office,North,8,5616,723.42,2022,5,May,2,Sunday,12.881410256410255
2024-03-02,Printer,Office,North,7,4676,520.38,2024,3,March,1,Saturday,11.12874251497006
2022-07-19,Smartwatch,Electronics,North,2,2370,641.23,2022,7,July,3,Tuesday,27.05611814345992
2023-01-24,Mouse,Accessories,West,7,4487,688.76,2023,1,January,1,Tuesday,15.350122576331623
2024-10-01,Camera,Electronics,North,6,6384,1754.15,2024,10,October,4,Tuesday,27.477286967418543
2023-03-30,Keyboard,Accessories,South,8,2960,878.11,2023,3,March,1,Thursday,29.66587837837838
2022-03-24,Smartwatch,Electronics,East,1,897,250.78,2022,3,March,1,Thursday,27.957636566332216
2023-03-25,Smartphone,Electronics,East,2,1178,120.51,2023,3,March,1,Saturday,10.230050933786078
2023-01-20,Smartwatch,Electronics,East,2,1026,64.51,2023,1,January,1,Friday,6.287524366471735
2022-05-22,Printer,Office,South,1,1148,89.04,2022,5,May,2,Sunday,7.7560975609756095
2023-02-15,Printer,Office,West,7,3185,765.41,2023,2,February,1,Wednesday,24.03171114599686
2022-03-03,Smartphone,Electronics,East,7,5180,463.35,2022,3,March,1,Thursday,8.944980694980694
2022-11-02,Headphones,Accessories,South,5,2025,295.13,2022,11,November,4,Wednesday,14.57432098765432
2024-12-24,Tablet,Electronics,North,9,1359,187.72,2024,12,December,4,Tuesday,13.813097866077998
2023-03-30,Camera,Electronics,South,4,1836,462.52,2023,3,March,1,Thursday,25.191721132897605
2022-12-03,Tablet,Electronics,West,2,702,112.04,2022,12,December,4,Saturday,15.96011396011396
2024-12-07,Smartphone,Electronics,West,8,6576,1337.38,2024,12,December,4,Saturday,20.337287104622877
2024-03-07,Smartwatch,Electronics,West,2,1428,398.24,2024,3,March,1,Thursday,27.887955182072837
2023-01-08,Camera,Electronics,North,7,6853,1259.03,2023,1,January,1,Sunday,18.37195388880782
2022-05-16,Camera,Electronics,West,2,1492,276.56,2022,5,May,2,Monday,18.53619302949061
